id	title	abstract	label	actual
264	能源工业互联网首个软件测试云平台上线	宁夏在全国率先推进新型电力系统建设，以应对双碳背景下的电网变革。预计今年新能源将成为宁夏电网的主要电源。宁夏计划投资1240亿元，至2025年发电总装机容量达到9382万千瓦，其中风光发电占5450万千瓦。新型电力系统将依托坚强智能电网，通过源网荷储协同互动、多能互补等技术，建设绿色低碳的电力系统。宁夏还将解决27个技术难题，实施26项技术措施和21项保障措施，致力于实现新能源高效消纳和大范围优化配置。	自媒体	1
265	能源科普丨电网环境保护全国重点实验室解码“电的秘密”	鄂尔多斯市在内蒙古自治区，面积87万平方公里。该地区的资源优势包括羊绒产量3300吨、煤炭储量2100亿吨、高岭土储量65亿吨、天然气储量5万亿立方米，以及风能和太阳能开发潜力超12亿千瓦。鄂尔多斯正转型为绿色低碳经济中心，建立了全球首个零碳产业园，推动风光氢储车等新能源产业，计划到2025年实现3000亿元绿色产值、10万个新岗位、1亿吨二氧化碳年减排，并已入驻多家新能源企业。	自媒体	1
266	宁夏首例智能变电站国产化保护测控试运行	南方电网公司在广东省江门市成功试点了首个4G5G通信基站柔性负荷调控。这一试点实现了市电与储能电池的自动无缝切换，保证了通信设备的持续运行，标志着公司在这一领域的突破。试点涵盖了包括非生产空调、基站负荷、充电站等多种柔性负荷。江门供电局通过安装柔性负荷调节装置，不仅提高了用能弹性，还在电力负荷高峰期参与需求响应，从而减少了基站电费支出，并获得了响应收益。未来，广东电网公司计划通过多地区、多类型的试点实践，探索可调节资源的潜力，推动可调节资源的规模化接入，进一步强化电力保供和客户服务，助力新型电力系统建设。	自媒体	1
267	宁夏在全国省域范围内开展新型电力系统先行先试	**能源科普：电网环境保护全国重点实验室**- **背景与目的**：2023年3月，电网环境保护全国重点实验室在中国电力科学研究院有限公司和武汉大学的依托下重新组建，旨在推动电网绿色低碳发展，并于2023年世界环境日举办了公众开放日活动，宣传电网绿色发展理念，促进人与自然和谐共生。- **实验室重点任务**：实验室主要围绕新型电力系统、可再生能源环境友好型电力传输等任务，攻克电磁环境控制、电力电子系统电磁兼容、低碳绝缘介质及装备研发等技术难题，以实现电网的绿色低碳发展。- **公众开放日活动**：活动中，50余名武汉高校师生参观了实验室的展厅、噪声实验室、电磁兼容实验室等，并与技术专家进行了互动，深入了解电网电磁环境和噪声特性。- **电磁环境与生态影响研究**：实验室在1000千伏高压线路下设置了蔬菜种植区和鱼塘，用于研究电磁场对动植物的影响。经过多年观察，未发现电磁场对动植物有显著负面影响。- **环保管理与绿色发展**：国网湖北电力致力于完善环保管理体系，将绿色发展理念融入电网建设和运行全过程，推动绿色消费和低碳生产生活方式，营造绿色家园的良好氛围。	自媒体	1
268	前沿聚焦丨南网首次实现500千伏全户内变电站调度遥控启动	清远抽水蓄能电站首台机组在15天试运行后于30日正式投入商业运行。该电站位于广东省清远市，总装机容量128万千瓦，安装4台32万千瓦的可逆式水轮发电机组，是国内单机容量最大的抽水蓄能电站，也是南方电网公司全资建设的首个国家重点工程。电站主要负责调峰、填谷、调频及紧急备用任务，预计2016年9月底全部建成。该电站采用了多项国内首次应用的设计技术。	自媒体	1
269	前沿聚焦丨云南德宏首个220千伏绿色智能变电站投运	2021年8月10日，宁夏固原供电公司在110千伏张湾变电站成功试运行了首例国产化智能变电站保护测控装置。此举标志着宁夏在电网保护装置国产化方面的重要进展。试运行设备通过了安全可靠的评估，体现了国产化芯片技术在电网安全中的潜力。固原供电公司计划继续推广国产化装置，提高电网保护自动化水平，增强信息安全与产业经济安全。	自媒体	1
270	解决储氢难题西安交大在石墨烯领域又有重大进展！	南方电网公司首次成功实现500千伏全户内智能变电站的调度遥控启动。500千伏盘龙变电站采用调控一体化目标模式，标志着粤东电网结构的进一步完善，提高了清洁能源的消纳能力和供电可靠性。此次变电站启动的用时仅为3.15小时，相较于传统模式缩短了50%以上，显著提高了效率并降低了现场操作的安全风险。揭阳供电局通过创新启动模式，优化了调控一体化功能的验收和启动流程，为未来变电站启动工作提供了示范作用。	自媒体	1
271	广东清远抽水蓄能电站首台机组投产发电：破全国多个首次应用	中煤科工上海新能源有限公司（煤科新能源）成功研制出全球首创的矿用防爆特殊型大容量锂离子电源装置，并通过了专家论证。该装置采用了先进的风险评估和功能安全设计，融合了多种防爆保护技术，有效解决了电池热失控的风险，提高了产品在极端情况下的安全性。与传统隔爆型产品相比，该装置的能量密度提升了近50%，对推动煤矿电动化和智能化开采具有重要意义，并具备良好的推广前景。煤科新能源致力于矿用新能源产品的研发，包括动力电源、安全生产监控系统和矿用机器人驱动电源等。中国煤科计划利用其专业优势不断开发新产品，推动煤炭行业的安全、绿色和智能发展。	自媒体	1
272	全国首个变压器智能内检“机器鱼”问世	全球首个百兆瓦级多电源融合技术实验验证平台，由中国能建湖南院承建，已于2021年11月2日竣工。该平台位于湖南常德经济技术开发区，依托中科院技术成果，能进行新能源设备、储能设备、储能监控系统及多电源无缝切换等实验验证。项目包括电化学储能、氢储能、风力发电、光伏发电和燃气发电等技术，填补了国内外大规模储能技术方案的实验验证空白。平台预计将推动常德经开区源网荷储一体化项目和75亿元的储能微电网产业园建设，形成全国领先的全方位多源融合微电网系统，达产后预计年产值120亿元，税收6亿元，将促进常德新能源产业的快速发展。	自媒体	1
273	全国首个高压大容量柔性低频输电工程竣工	全国首个变压器智能内检机器鱼于2022年7月7日在天津市电力公司研发成功，经过专家测试并验收。机器鱼具有图像识别、自主定位、三维路径规划等功能，可检测变压器内部缺陷，提升智能化运检水平。其体积小、移动灵活，可360度巡航，水平速度2米/分钟，上下沉速度15米/分钟，误差控制在3厘米以内。相较传统方法，使用机器鱼可大幅缩短检修时间，降低费用，提高检修效率及变压器安全性。天津电力将继续对其进行升级优化，并推广应用。	自媒体	1
274	全球第四台华龙一号机组实现满功率运行	全国首个高压大容量柔性低频输电工程——杭州220千伏柔性低频输电工程——已于2023年5月22日全面竣工，并进入启动调试阶段。这一工程的关键设备中埠换频站成功实现了交流220千伏电压等级电气量的频率可控转换。这种柔性低频输电技术，通过电力电子技术将50赫兹的输送频率降低至20赫兹，大幅提升了输电线路的容量、距离和效率。项目的成功标志着杭州成为全国首个应用高压柔性低频输电技术的城市。这一技术预计将在2024年亚运会之前建成投运，并将富春江上220千伏亭山换频站与220千伏中埠换频站连接起来，从而实现富阳与萧山南部的电网互联，提高了亚运会期间的电力保障能力。	自媒体	1
275	全球首创矿用防爆特殊型大容量锂离子电源装置研制成功	2023年3月3日，内蒙古成功试运行了全球最大容量的兆瓦级铁铬液流电池储能示范项目。该项目刷新了铁铬液流电池的全球最大容量纪录，共安装了34台自主研发的容和一号电池堆和四组储罐，能储存6000度电，运行6小时。铁铬液流电池具备高安全性和经济性，可以利用可再生能源充电，并在用电高峰时放电，还能配合火电和核电提供调峰调频服务，提高电力系统的灵活性。该项目将在试运行后并入电网投入商用。	自媒体	1
276	全球首个百兆瓦级多电源融合技术实验验证平台竣工	全球最大的混合式抽水蓄能项目——雅砻江两河口混合式抽水蓄能项目，于2022年12月29日正式开工。该项目位于四川甘孜州雅江县，依托两河口水电站水库和牙根一级水电站水库，计划安装4台30万千瓦的可逆式机组，总装机容量达420万千瓦。项目将助力建设世界最大绿色清洁能源基地，并解决大容量抽水蓄能机组稳定运行的问题，同时为周边2000万千瓦的风光新能源提供调节支持。	自媒体	1
277	全球首个浸没式液冷储能电站在广东投入运行	3月22日，全球最长的104米陆上风机叶片在三一重能韶山叶片工厂下线，刷新了纪录。三一重能的韶山工厂是全球首座数字元平台工厂，也是亚洲最大单体风电叶片生产工厂，年产量达到3000支。工厂利用数字孪生、5G等技术，实时监控生产过程，显著提升生产效率和质量控制。自动化设备和智能机器人取代了大量人工工序，使生产效率提高20%，单支叶片的生产时间缩短至约25小时。	自媒体	1
278	全球首例自然通风直接空冷燃煤发电项目双机投运	5月31日，陕西榆林能源集团投资的榆能杨伙盘煤电项目的2号机组通过168小时满负荷试运行，标志着全球首例自然通风直接空冷系统（NDC）成功应用。该项目的两台机组已全部投入商业运行，成为陕北湖北800千伏特高压直流输电工程的首个双机投运配套电源项目。项目位于陕西省神木市，装机容量2660兆瓦，采用了多项创新技术，包括全球首例自然通风直接空冷系统和钢管混凝土X支柱空冷塔，预计年发电量达66亿千瓦时，将显著提高能源利用效率并减少碳排放。项目的成功实施对推动中国火力发电技术进步具有重要示范意义。	自媒体	1
279	全球最大！雅砻江两河口混合式抽水蓄能项目开建	海南公司在三亚和三沙的智能配电房项目引入了智能巡检机器人技术，标志着海南省在智能配电领域的创新。该技术替代了人工巡检，提升了巡检质量，并减少了运维费用。智能配电房通过视觉人工智能和服务器分析，实现了设备的全生命周期智能运维。未来，海南公司计划继续推广这一技术，并结合智慧消防、智慧路灯、智能停车位和5G通信，进一步提升智能配电系统的综合效能。	自媒体	1
280	全球最大容量铁-铬液流电池成功试运行	氢能作为零碳排放的清洁能源，对实现碳中和具有重要作用。然而，由于氢气易燃易爆，储氢技术成为氢能大规模应用的瓶颈。传统的储氢方法如高压气态法和低温液态法存在安全性和经济性问题。西安交通大学的张锦英教授团队开发了一种新型石墨烯界面纳米阀固态储氢材料，这种材料利用高活性轻金属氢化物，通过石墨烯界面纳米阀实现安全、可控、稳定的氢气释放。新材料有效解决了氢气低温释放难题，并且在宽温度范围内稳定工作，显著提高了储氢安全性和材料便携性。目前，团队正致力于将这一技术应用于便携式氢能电源、无人机和氢能源电动车等产品。	自媒体	1
281	全球最长陆上风机叶片韶山下线	近年来，非富勒烯受体材料（NFA）在有机太阳能电池（OSC）中提升了功率转换效率（PCE）超过17%。但OSC的商业化面临热稳定性差的问题。武汉大学研究员闵杰设计了新型非富勒烯受体BTTT2Cl，并与光伏聚合物受体PZ1掺杂，形成高热稳定性本体异质结光伏系统。此系统在高温下表现出优异的热稳定性，PCE损失显著降低，且在模拟太空环境中表现稳定。PZ1掺杂策略在其他光伏系统中也证明了其通用性，预示着未来在室外和太空应用中具有广泛前景。	自媒体	1
282	宁波：中科院宁波材料所杭州湾研究院成功研发可“变形”太阳能电池	中科院宁波材料所杭州湾研究院的柔性光电材料团队成功开发了可折叠、可拉伸的纸基太阳能电池，具有高度稳定性。这种电池通过器件结构设计和柔性替代材料（如超薄氧化物透明电极）实现，灵感来源于中国古代剪纸艺术。与传统电池不同，新电池在折叠和拉伸时应力大幅降低，能够耐受200%的拉伸应变，并在150%应变下稳定拉伸1000次。这种电池具有强变形能力和简单制造工艺，预计将在便携、可穿戴柔性自供电电子系统等领域得到广泛应用。	自媒体	1
283	海南首例基于“智能巡检机器人”技术的智能配电房顺利投产	深圳供电局近期成功运用5G专用切片技术，首次在国内验证了虚拟电厂调频技术，标志着虚拟电厂基本具备实体电厂的功能。通过优化控制充电桩、空调和分布式光伏等电力负荷资源，虚拟电厂可为电网提供辅助服务。此次技术验证在蔚来换电站进行，10秒内完成调频，功率达到200千瓦。深圳虚拟电厂管理中心未来将扩大调频容量至10万千瓦，提升电网频率稳定性。	自媒体	1
284	南方电网云南电网推进新型电力系统数字化转型	山东首个源网荷储一体化项目在滨州无棣的鲁北综合智慧产业园全面进入施工阶段。该项目总投资614亿元，是产业园智慧能源板块的重要组成部分。项目主要包括风电系统、光伏系统、燃气联合循环机组、储能系统、局域网输配电工程和综合智慧能源管控平台。储能系统拟定容量为140兆瓦，占新能源装机容量的28%，具有示范意义。燃气联合循环机组提供调峰调频服务，同时满足园区供热需求，保障系统安全稳定运行。综合智慧能源管控系统通过数字化技术实现能源系统的集成协调运行，并与大电网和智慧城市管控平台互联互动，具备调度自动化和市场化交易等功能。项目一期建成投产后，每年可节约标准煤267万吨，减排二氧化碳735万吨。	自媒体	1
285	有机太阳能电池热稳定性差？来点聚合物受体试试！	2021年12月23日，神东寸草塔二矿成功完成了首套国产自主研发的掘锚机集控系统的井下调试。该系统通过5G技术实现了远程监控和控制，包括视频监控、自动截割等功能，标志着矿山智能化掘进系统的重大突破。系统的核心控制技术由高端项目研发部设计，确保了数据传输的实时性和可靠性。	自媒体	1
286	山东首个源网荷储一体化项目全面进入施工阶段	全球第四台华龙一号机组——巴基斯坦卡拉奇核电3号机组——于2024年3月31日首次实现满功率运行，标志着该机组在各项试验中表现正常。这一成就有助于推动中巴经济走廊合作，并展示中国核电技术的国际化能力。华龙一号是中国核电的重要成果之一，已成为国际市场上受欢迎的三代核电机型，满足最高安全标准。卡拉奇2号和3号机组项目不仅提供了绿色能源，还促进了当地经济发展和就业。接下来，卡拉奇3号机组将进行一系列试验以完成最终验收。	自媒体	1
287	深圳供电局突破“5G+虚拟电厂调频”技术难点	国家能源集团准能集团于2022年1月18日宣布，其纳米碳氢燃料制备铝硅粉项目取得了世界首创、国际领先的成果。该项目创新了纳米碳氢燃料循环流化床锅炉的热力性能计算方法，并掌握了先进的燃料制备技术。通过3兆瓦实验装置试烧，项目实现了低温高效燃烧，提高了铝硅粉的产出率，并构建了关键的氧化铝装置。这项技术能够降低氧化铝生产的原料成本，为煤田高铝煤炭资源的综合利用和火电机组的灵活性改造提供了支持。	自媒体	1
288	神东首套国产自主研发掘锚机集控系统井下调试完成	南方电网云南电力科学研究院近期通过地面温湿风观测与历史覆冰数据结合，开展电网覆冰预测和预警。该研究结合大数据和微地形变化，旨在提前预报电网覆冰的分布及程度，为冬春季节的防冰抗冰工作提供支持。南方电网云南电网公司响应国家号召，加速推进新型电力系统的自然环境灾害防御及电力气象服务的科技创新。公司重点建设从传统电网到数字化智能化的新型电力系统，特别是在风电、光伏等新能源比例增加的背景下，提升对自然灾害监测与预报的要求。云南电网公司致力于改善气象监测服务，解决传统服务在空间、时间和准确性上的不足。公司通过整合气象、水文和地理数据，建立多源气象数据融合和大数据处理系统，优化气象预报模型，以支持绿色能源预估和防灾减灾。目前，公司已逐步建立完善的数据链和电力气象智慧应用平台，提供实时多情景可视化服务，满足电力调度需求，同时为防灾减灾规划提供气象服务支撑，助力云南能源转型、经济发展和生态环境改善。	自媒体	1
289	世界级湾区电网建成	世界最大单期储能电站酒红Crimson在2023年10月18日成功投入商业运营，位于加州河滨县，容量为350兆瓦、1400兆瓦时。该电站是全球第二大运营中的独立储能电站，将向加州电网提供灵活可靠的电力，帮助稳定电网，并减少每年275,000吨二氧化碳排放，相当于减少53,000辆汽车的温室气体排放。酒红电站由阿特斯阳光电力集团的子公司RecurrentEnergy开发，并与南加州爱迪生电力公司和太平洋天然气和电气公司签订了长期储能协议。加州州长Gavin Newsom称其为清洁能源发展的典范。	自媒体	1
290	世界首创纳米碳氢燃料制备项目开启应用	**世界首个柔性励磁系统示范工程完成首检**- **完成时间**：2022年3月12日- **地点**：国网温州百丈漈水力发电厂- **系统特点**：采用基于IGBT的两级功率变换拓扑，具备有功无功解耦控制，新增顶值电压和无功阻尼控制功能。- **主要合作单位**：国网浙江电科院、华中科技大学南瑞继保公司- **运行情况**：设备经过一年示范运行，已零故障运行450多天，累计运行超3000小时，经历各种运行考验，表现良好。- **首检结果**：所有系统功能正常，设备性能稳定，具备继续推广的条件。- **性能提升**：  - 电压支撑能力和振荡抑制水平提升超过1倍。  - 谐波和损耗降低1倍。  - 励磁变压器运行温度平均下降14.7°C，提高了运行可靠性。该系统标志着新一代发电机励磁技术的成功应用，具备了向更大容量机组推广的条件。	自媒体	1
291	世界首个柔性励磁系统示范工程完成首检	2023年5月13日，中国华能集团成功吊装了世界首台串列式双风轮风机组——赛瑞号，该机组在华能吉林通榆风电场进入整机运行示范阶段。赛瑞号风机单机容量27兆瓦，较传统风电机组在同功率下叶片长度缩短近一半。该机组通过双风轮协同捕获风能，突破了风能捕获效率低和叶片尺寸过大的瓶颈。相较传统机组，双风轮机组成本降低超过10%，单机效率提高15%，并节省占地面积，提升风能资源开发规模。	自媒体	1
292	世界首台串列式双风轮风机成功吊装	四川在成渝高速公路资中停车区建成了全国首座高速公路重卡充换电一体站。这一站点是成渝电走廊的一部分，预计第二季度全线贯通。该项目由蜀道集团投资建设，旨在解决新能源重卡的补能效率问题。新站设备稳定可靠，换电过程仅需3至5分钟，能适配大多数重卡车型。此举将显著降低物流成本，推动成渝地区的双城经济圈建设。	自媒体	1
293	世界首座非补燃压缩空气储能电站送电成功	**粤港澳大湾区电网建成世界级抽水蓄能系统****时间**: 2022年6月2日**来源**: 中国电力报**主要内容**:1. **抽水蓄能电站投产**:   - 2022年5月28日，由中国南方电网建设的广东梅州和阳江两座百万千瓦级抽水蓄能电站全面投产。   - 这两座电站总装机容量达240万千瓦，使粤港澳大湾区电网抽水蓄能总装机容量接近1000万千瓦。2. **电网特性**:   - 粤港澳大湾区电网成为世界上抽水蓄能装机容量最大、电网调节能力最强、清洁能源消纳比重最高的电网。   - 白天负荷需求最高约1亿千瓦，夜间低谷约3000万千瓦，抽水蓄能系统将帮助平衡峰谷差，并支持清洁能源的高比例接入。3. **清洁能源和环保**:   - 预计全年能优化调峰电量34亿千瓦时，减排二氧化碳280万吨。   - 清洁能源电量预计占比接近50%，全年可支撑消纳清洁能源电量超2100亿千瓦时。4. **经济和技术影响**:   - 电站建设和运营将拉动约300亿元的上下游投资，带动74万个就业岗位。   - 梅州电站创造了国内建设最短工期纪录，阳江电站则实现了世界级的设计制造自主化。5. **未来计划**:   - 南方电网公司将继续推进其他抽水蓄能电站建设计划，十四五和十五五期间将分别建成500万和1500万千瓦的抽水蓄能装机，以支撑新能源的接入和清洁能源的消纳，助力碳达峰碳中和目标。	自媒体	1
294	世界最大单期储能电站“酒红”成功投入商业运营	仙居抽水蓄能电站1号机组近日成功并网发电，标志着我国在大型抽水蓄能电站核心技术方面取得重要突破。该机组的最大单机容量达到375万千瓦，显示了我国对抽水蓄能技术的完全掌握。这种技术被认为是当前世界上最具经济性的大规模储能方式。2003年以前，我国在这一领域的关键技术完全依赖进口，设备昂贵且技术难度高。经过十年的攻关，国家973计划支持下的项目突破了技术瓶颈，成功研发出具有完全自主知识产权的大型抽水蓄能机组，并已广泛应用。目前市场占有率从零跃升至78%，进口设备价格下降了三分之一。根据国家规划，到2025年，抽水蓄能装机容量预计达到1亿千瓦，目前实际装机容量为2400万千瓦，未来发展前景广阔。	自媒体	1
295	四川建成全国首座高速公路重卡充换电一体站	8月31日，世界首座非补燃压缩空气储能电站——金坛盐穴压缩空气储能国家示范工程成功送电。该电站利用压缩空气储存在地下盐穴中，通过高峰期释放空气推动汽轮机发电，以降低电网负荷峰谷差。此项目采用先进的非补燃技术，将热能储存并提升电能转换效率至60%以上，且无燃烧无排放。	自媒体	1
296	我国已完整掌握大型抽水蓄能电站核心技术	随着新能源汽车下乡政策推进，城市与农村连接的高速服务区充电桩增多，超级快充技术也在试点推广。江苏泰州宣堡服务区设置了一座超级快充示范充电站，能在5分钟内提供200公里续航，目前是国内首套此类设备。充电速度显著提升，充电成本为每度电13元。然而，超级充电技术的推广受限于电池匹配及散热问题，适配车型尚少，相关技术仍在研发和试点阶段。	自媒体	1
297	仅需5分钟、可续航200公里！江苏泰州高速服务区超级快充示范充电站投运！	天津市电力公司近日宣布，津门湖新能源车综合服务中心自2023年7月30日启用以来，日充电量最高达到1299万千瓦时，服务了约10200辆新能源车。该中心拥有光储充换清洁充电系统、冷热电综合能源系统及绿色能源管控平台，形成了21源网荷储交直流绿色微能源网。其中心综合楼宇保持近零能耗，年消纳光伏发电45万千瓦时，预计每年可减少4575吨碳排放。电动汽车与能源互联网实验室已获得国家电动检测资质和天津市科技局认可。国网天津电力公司累计建设1084座充电站和8766台充电桩，日均充电量约75万千瓦时，推动能源绿色转型发展。	自媒体	1
298	天津“2+1”源网荷储交直流绿色微能源网启用	西南交通大学与中车青岛四方车辆研究所、中国铁路上海局等单位合作，在京沪铁路三界牵引变电所完成了国内首套基于超级电容储能的电气化铁路再生制动能量利用装置示范工程。项目历时6年，包括立项、技术方案评审、研发、施工等阶段，2023年7月7日正式投运。装置由高压开关柜、单相隔离变压器和储能集装箱组成，装机容量15兆瓦，储能系统容量116千瓦时。试运行显示，该装置日均节省有功功率电量占总返送再生制动电量的15.25%，并具有良好的牵引负荷调节和电能质量治理功能，对电气化铁路的绿色低碳发展具有重要示范作用。	自媒体	1
299	历时6年国内首套电气化铁路超级电容储能系统投运！	全球首个浸没式液冷储能电站——南方电网梅州宝湖储能电站已于3月6日投入运行。该电站以70兆瓦/140兆瓦时规模运行，每年可发电近8100万度，可减少二氧化碳排放超过45万吨。该电站使用浸没式液冷储能电池系统，能够在电网用电低谷时将电能转化为化学能储存，然后在电网用电高峰时将储存的化学能转化为电能进行放电，以提升新能源消纳能力。南方电网储能科技公司表示，浸没式液冷电池储能系统成功研制实现了电化学储能安全技术的迭代升级，其散热效率较传统方式提升了50%。该技术的应用将有助加快中国建设新型能源体系完善，中国新型储能项目装机规模预计至2025年底将达到3000万千瓦以上，年均增长将超过50%。	自媒体	1
300	超临界循环流化床锅炉深度调峰技术难点及控制策略	我国首台采用四支路技术的抽水蓄能机组——荒沟抽水蓄能电站1号机组，已于2021年12月进入试运行。这一机组由哈尔滨电气集团有限公司研制，是我国首个应用此技术的机组，标志着该公司在抽水蓄能技术上的新突破。荒沟电站为黑龙江省的首座大型抽水蓄能电站，负责黑龙江及东北电网的调峰调频和备用任务。该项目的机组设计采用了填补国内空白的绕组对称四支路结构，优化了定子线棒布局，提高了机组性能。预计2号机组将于12月中旬进入试运行。此项技术的应用对推动国家碳达峰、碳中和目标及促进绿色发展具有重要意义。	自媒体	1
301	2×660MW！陕煤集团首台自建大型火电项目首次并网一次成功	2021年10月13日，新疆乌鲁木齐首次投运了一种智能光伏发电系统——“太阳花”。这种系统包括5朵具备自动开合和智能追光功能的光伏“花朵”。其太阳能电池板采用花瓣式结构，可在日出时展开，日落时闭合，并能在恶劣天气下自动折叠，无需人工干预。每套系统年发电约9855千瓦时，以每日使用6度电的居民计算，2朵太阳花可以支持一户家庭3285天的用电需求。	自媒体	1
302	我国首次！万吨级绿氢炼化项目全产业链贯通	西北电网首个直流控保仿真平台于2022年11月22日在青海电科院建成投运。该平台是针对青海省大规模新能源特高压直流外送电网的实时智能仿真系统，旨在提升清洁能源外送能力并保障特高压直流工程的稳定运行。平台通过模拟各种工况下的直流控制保护系统，提供有效技术支持，优化直流运行方式，开展故障分析和处理演练，并提高运维检修水平。平台的建设自2021年开始，已完成所有试验操作和技术文件的编制。未来计划扩展到双极系统，并实现交直流混联电网的综合仿真分析。	自媒体	1
303	我国首个全自主可控大型抽水蓄能机组数智调速系统通过鉴定	黄陵发电公司2660MW电厂项目于4月20日成功完成了1号机组的首次并网，标志着项目从建设阶段迈向投产发电的关键一步。作为陕北湖北特高压输电线路的重要电源支撑点，该机组的成功并网标志着其具备对外输电能力。项目目前的各项设备运行正常，各系统稳定，为后续的试运行奠定了良好基础。	自媒体	1
304	我国首台采用四支路技术抽水蓄能机组投入试运行	南方电网公司近日对配网电子化移交功能进行了全面优化升级。主要改进包括：1. **系统启动时间缩短**：由5分钟降至5秒内。2. **图形及台账录入时间减少**：从1小时缩短到几分钟。3. **综合效率提升**：约80%以上。优化后的系统已于6月底在广东电网公司广州供电局上线试运行，计划今年分批在广东、广西电网公司及深圳供电局推广，2021年6月实现全网推广。改进包括模块化绘图模板和设备参数输入模板，解决了系统启动慢、设计不灵活、流程冗长等问题。此外，通过实物编码技术实现了数据的一体化流转，大幅度减轻了基层人员的负担，并提升了数据录入的效率和准确性。未来，公司将继续推进数字化转型，增强资产管理平台和全域物联网建设。	自媒体	1
305	乌鲁木齐首次投运智能光伏发电“太阳花”	新疆首个智慧示范台区于2022年6月17日在库尔勒市和什力克乡投入使用。这一台区利用物联网和互联网技术，装备了智能设备，实现了故障告警、智慧决策和远程控制。其智慧监控平台使台区的运维状态可视化和可控，大幅减轻了运维工作的劳动强度，并具备了电能质量自我调节功能，为乡村振兴和新型电力系统建设奠定了基础。	自媒体	1
306	西北电网首个直流控保仿真平台投运	我国首个全自主可控的大型抽水蓄能机组数智调速系统XS1000G于2024年4月18日在广州通过鉴定。该系统由南方电网储能股份有限公司研发，标志着我国在抽水蓄能机组关键控制技术领域取得了实质性突破。鉴定结果显示，系统整体达到国际先进水平，特别是在云边端协同、智能分析与故障预警、多接力器协调控制技术方面，已达到国际领先水平。鉴定会由中国电器工业协会主持，评审委员会包括中国工程院院士及行业和学术领域的权威专家。XS1000G系统是基于国产芯片和状态智能分析的数字控制器技术，已在广州蓄能水电站成功应用，运行稳定，标志着我国在抽水蓄能机组全国产化及自主可控技术方面迈出了重要一步。	自媒体	1
307	西北首套智能变电站二次设备仿真平台投运	该文本讨论了提升350MW超临界CFB锅炉在深度调峰运行中的稳定性和经济性的策略。主要内容如下：1. **背景**：随着新能源发电量的增长，火电机组需要具备更强的调峰能力。超临界CFB锅炉因其燃料适应性和燃烧效率高被广泛应用，但在深度调峰过程中存在稳定性挑战。2. **问题及解决策略**：   - **锅炉稳定性**：在深度调峰中，锅炉需要稳定燃烧和流化，同时应调整给煤量、氧量及床温等参数以避免燃烧问题。   - **流化风优化**：低负荷下一次风量减少会影响流化质量，需要灵活调整一二次风配比以保持良好的流化。   - **水动力管理**：低负荷时水冷壁流量分配不均，需监测壁温差以判断水动力是否足够，必要时增加给水流量。   - **汽动给水泵控制**：深度调峰导致给水流量波动，需确保主蒸汽压力与负荷匹配，以避免给水泵失稳。   - **环保控制**：低负荷时SO2和NOx排放控制难度增加。改造后的脱硫和脱硝措施通过优化石灰石喷入位置和调整尿素喷枪位置，提高了脱硫和脱硝效率。3. **技术措施**：   - **燃烧调整**：在调峰过程中应控制降负荷速率，并根据床温和氧量调整给煤量。   - **配风优化**：调整一二次风的配比，保持一次风量大于临界流化风量，必要时引入烟气再循环。   - **水动力保持**：监测水冷壁的壁温差，确保锅炉水动力充足。   - **主蒸汽压力与给水泵**：控制负荷下降速率以确保主蒸汽压力与负荷匹配，减少给水流量波动。   - **环保参数控制**：优化石灰石和尿素的使用，提升脱硫和脱硝效率，降低排放量。4. **研究成果**：提出的控制策略和技术措施能够改善锅炉在深度调峰过程中的长期稳定运行，为类似机组提供了有价值的参考。	自媒体	1
308	落实南方电网数字化转型战略配网电子化移交优化升级	中国石化于2024年6月30日宣布成功实现了中国首个万吨级绿氢炼化项目的全产业链贯通，该项目位于新疆库车，具有以下关键信息：1. **项目规模与特点**：   - 制氢规模：每年2万吨。   - 首个万吨级光伏绿氢示范项目。   - 利用新疆丰富的太阳能资源进行光伏发电，并直接制氢。2. **生产与供应**：   - 氢气通过管道输送到中国石化塔河炼化公司，完全替代现有的天然气化石能源制氢。   - 每年减少二氧化碳排放485万吨。3. **技术与建设**：   - 项目涵盖光伏发电、电解水制氢、氢气储存与输运等全流程。   - 解决了新能源波动电力场景下的柔性制氢和连续稳定供应难题。   - 自主开发了绿电制氢配置优化软件，提升了对波动的适应性。4. **设备与技术突破**：   - 所有关键设备及材料实现国产化，包括光伏组件、电解槽、储氢罐等。   - 推动了国内电解槽产业的规模化生产，提升了氢能装备和产业链发展。   - 项目申报了10余项专利及专有技术。5. **市场影响**：   - 国内电解槽生产能力接近3GW，绿氢市场需求急剧增长。	自媒体	1
309	稳定、高效的三元有机太阳能电池	新疆首座电动汽车V2G充电站已在乌鲁木齐德港万达商圈建成并投入使用。此充电站不仅提升了充电便利性，还具备电网调节功能，通过电动车与电网的互动，帮助削峰填谷和消纳可再生能源。该充电站由国网乌鲁木齐供电公司投资建设，是新疆首个使用V2G技术的公共充电站，配备了8台60千瓦V2G充电桩和3台60千瓦有序充电桩，能够同时满足11辆电动车的充电需求。预计每年提供3000次充电服务，充电电量达8万千瓦时，相比燃油车，每年可减少32万升燃油消耗和76万千克二氧化碳排放。	自媒体	1
