id	title	abstract	label	actual
213	台灯（603）	1．本外观设计产品的名称是：台灯(603)；2．本外观设计产品的用途是：用于照明；3．本外观设计产品的设计要点在于产品的形状；4．指定主视图为最能表达设计要点的图片。 	专利	0
214	自动化环保型伸缩变幅装船机	本发明公开了自动化环保型伸缩变幅装船机,包括装船机底座,所述专装船机底座上罩有防护罩,所述装船机底座左侧连接有输送带,所述装船机底座左侧设有处理设备,所述处理设备包括固定连接在装船机底座左端的处理箱,所述处理箱内部设有清洁组件,所述输送带上侧设有承接机构,所述承接机构上侧设有调节组件,所述调节组件左侧设有吸尘管,所述吸尘管下端呈线性等间距固定连接有吸尘头,所述抽风机的出口通过连接软管与处理箱内部连通。本发明能够有效对装船过程中产生的灰尘进行有效的收集,并且通过设置的处理箱,能够有效的降低原料的损失,并且能够重复利用水资源,节能减排。 	专利	0
215	手提袋（036）	1.本外观设计主视图与后视图相同,省略后视图；其余视图无设计要点,省略其余视图。2.本外观设计产品的名称是：手提袋(036)。3.本外观设计产品的用途是：包装纺织用品用的手提袋。4.本外观设计最能表明产品设计的要点在于：图案及色彩的结合。5.本外观设计最能表明产品设计的视图：主视图。6.请求保护的外观设计包含色彩。 	专利	0
216	T恤（1）	1．本外观设计产品的名称：T恤(1)。2．本外观设计产品的用途：本外观设计产品用于穿着。3．本外观设计产品的设计要点：在于产品的款式和图案设计。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：本外观设计为平面产品,省略其他视图。6．请求保护的外观设计包含色彩。 	专利	0
217	一种笔记本电脑桌	本发明公开了一种笔记本电脑桌,包括桌面(1)与桌脚(2),但是其桌脚(2)能够自身转动。当完成使用时,可旋转桌脚(2)使其贴于电脑桌下底面(1),便于存放和携带。另外,在桌面(1)上设置小凸台(4)可对电脑起到良好的散热效果。本发明结构简单,制造方便,具有很强的实用性。 	专利	0
218	一种基于牙刷吸塑包装设备的牙刷包装方法	本发明一种基于牙刷吸塑包装设备的牙刷包装方法,该设备包括转盘机构、下纸卡机构、热封机构、取料机构、模具、电气柜和操作盒,转盘机构包括支架、圆形工作台和旋转机构,支架上方固定安装有圆形工作台,在支架一侧贯穿安装有旋转机构,旋转机构底部上方安装有旋转机构气缸,气缸法兰面通过双头螺栓固定在上板上,上板上方对称安装直线轴承和导向轴,在两根导向轴的上方安装固定升降安装板,升降安装板上方的一侧通过螺栓固定减速电机的底脚,一侧通过罗双固定凸轮分割器,减速电机的轴端通过平键固定主动链轮,凸轮分割器的输入轴端通过平键固定从动链轮,主动链轮和从动链轮之间安装链条,整个设备采用机器取出,效率极高,具有很好的应用前景。 	专利	0
219	新型面料涂层装置	本实用新型涉及到纺织装置技术领域,尤其涉及新型面料涂层装置。该新型面料涂层装置,包括操作台、涂胶放置槽、涂胶辊、气缸一、气缸二、气缸三、涂胶缓存桶、导向辊支撑柱和气缸三支撑柱。本实用新型所涉及的新型面料涂层装置在添加涂胶的过程中,气缸二带动涂胶辊向上运动,气缸一带动涂胶缓存桶向上运动,通过涂胶添加管将涂胶放置槽拉出来,带涂胶添加完成后,气缸一再将涂胶缓存桶下落归位,这样使得涂胶的添加均匀快捷。吹风头在气缸三的带动下能够对经过涂层处理过后的面料快速吹干,提高了面料的涂层工作效率。此外,该新型面料涂层装置还具有结构简单、设置合理、使用方便等优点。 	专利	0
220	一种等离子刻蚀机硅片定压施压夹具	本实用新型公开了一种等离子刻蚀机硅片定压施压夹具,包括凸形底座和限位槽,所述凸形底座上表面开设有限位槽,所述凸形底座上表面边角处均转动连接有Z字型压架,且Z字型压架共设置有四组。本实用新型通过旋转凹槽内的转盘,并通过转盘可带动齿轮盘进行转动,齿轮盘可同步带动空心齿轮轴进行转轴,其中空心齿轮轴共设置有四组,且每组底部均一体成型有一号斜面圆盘,一号斜面圆盘在偏转时,斜面与二号斜面圆盘相互挤压,从而可通过二号斜面圆盘对固定轴施加一个向下的力,固定轴将力传递到Z字型压架,从而可通过Z字型压架一端的橡胶压盘对硅片表面进行施压,且只需一步即可对硅片进行夹持,使用更加的方便。 	专利	0
221	不锈钢带罩	本实用新型提供一种不锈钢带罩,不锈钢带罩为一盖子形状,该罩具有圆形面,圆形面的边缘设有起包边及卡紧作用的罩沿,罩沿垂直圆形面；所述不锈钢带罩的中心处具有圆形凸起,该圆形凸起伸入不锈钢带的空心处；不锈钢带罩的材质为塑料。本实用新型涉及的这种不锈钢带罩,结构简单,将该罩盖在不锈钢带卷的两侧,实现搬运不划伤且方便快捷。 	专利	0
222	一种碎玻璃机	本发明公开了一种碎玻璃机,包括设有进料口和出料口的壳体,还包括反击板、衬板、转子、弹簧、导杆以及支撑座,所述导杆固定连接在壳体的底端,导杆活动插接支撑座上,弹簧套设于导杆上,且一端抵接于支撑座上,一端抵接于壳体上,反击板固定于壳体的内腔壁上,衬板固定于反击板上,转子转动设于壳体内。本发明便于制造,减震效果好,稳定性好,本发明中的转子结构简单,造价成本低。 	专利	0
223	计算机显示器支撑架	一种计算机显示器支撑架,包括底座、高度杆和倾斜度调节装置,倾斜度调节装置包括连接杆、齿轮环和齿轮套环,连接杆的一端固定设置在显示器背面中部,另一端设置有齿轮环,齿轮套环包围在齿轮环的四周,齿轮套环的内壁设置有齿轮,该齿轮与齿轮环的齿轮相互吻合,齿轮环能够在齿轮套环内旋转转动；高度杆的底部与底座固定,高度杆的一侧设置有向内凹陷的凹槽,高度杆的横截面均呈“凹”字形状,齿轮套环卡在凹槽中,高度杆贯穿过凹槽设置有若干个通孔,卡在凹槽中的齿轮套环设置有圆孔,圆孔与任意一个通孔重合后,插杆能够插入到圆孔与对应的通孔。本实用新型能够实现显示器的高度调整和倾斜度调整,操作简单,制作简单。 	专利	0
224	一种盐渍土壤的修复方法	一种盐渍土壤的修复方法,清理土壤上的农作物秸秆、落叶和杂物,翻耕待修复的盐渍土壤,翻耕的深度为0.5～1.5米,耙滤去除土壤中的植物根须；在盐渍土壤上布施土壤增肥剂和土壤改良剂,再次翻耕农田,把土壤增肥剂和土壤改良剂掩埋到土壤里；在翻耕后的土壤上套种不同种类的植物,秋收后套种小麦和景天三七,夏收后套种玉米和田菁；当小麦和景天三七或者玉米和田菁成熟后,把农田上的植物全部收割,通过收获植物修复土壤,同时部分解决了农作物秸秆的处理与处置难题。 	专利	0
225	一种中药注射剂生产用药材切割设备	本发明涉及中药加工技术领域,且公开了一种中药注射剂生产用药材切割设备,包括数量为两个的固定板,两个所述固定板的相对侧活动安装有螺纹杆,两个所述固定板的相对侧固定安装有位于螺纹杆下方的固定杆,所述螺纹杆的外侧螺纹连接有第一活动块,所述固定杆的顶部活动安装有第二活动块,所述第一活动块与第二活动块之间固定安装有固定夹,所述固定夹的正面固定安装有固定螺栓,左侧所述固定板的左侧固定安装有第一电机。该中药注射剂生产用药材切割设备,整个切割过程不需手动进行调节,节省了切割所需的时间,进而提高切割效率,同时在进行手动操作时,切割片位于固定夹的下方,从而提高其安全性,使用起来非常的方便。 	专利	0
226	一种具有自动切刀的可调式自动埋线器及其工作方法	本发明公开了一种具有自动切刀的可调式自动埋线器,包括顶针、副针筒、推针、主针筒、针头、顶针推动装置、推针推动装置、档位器、刻度尺、储线器、自动切刀装置和线盘。本发明将预埋线根据治疗需要,通过切刀切割成不长度的预埋线存储在储线器中,将储线器旋转至顶针位置,首先通过顶针将预埋线顶入推针中,在通过推针推动装置将针头刺入预埋线位置,最后通过顶针进一步推动预埋线将预埋线置入预埋位置,然后依次退出针头、顶针,完成预埋线,使用安全卫生,其中顶针推动装置和推针推动装置的速度均可调整,能够根据患者调节不同的速度。本发明的工作方法,工作原理简单易行,使用方法灵活,能够根据具体情况进行不同深度和速度的埋线。 	专利	0
227	正割函数定义演示及图像合成仪	本实用新型公开一种正割函数定义演示及图像合成仪,目的是提供一种能快速演示单位圆上正割函数的定义,能将单位圆上正割关系展开为正交下的函数关系,能把定义形式直接转换成直角坐标系内正割曲线等。包括支架立板、单位圆盘、转动机构、圆弧灯板、径向转杆、管灯盒、内插管灯、图像展板、切向槽轨,本装置具有：操作简单,携带方便,适用于教学、科普、环境美化等。 	专利	0
228	一种卡马西平片及其制备方法	本发明涉及卡马西平片及其制备技术领域,尤其涉及一种卡马西平片及其制备方法,所述卡马西平片,由含有卡马西平的片芯和包裹在片芯外的包衣层组成,所述片芯包括以下重量份的物质：卡马西平5~18重量份、填充剂12~30重量份；所述包衣层由以下重量份的物质制成：遮光剂0.01~1重量份、色素0.01~1重量份、赋形剂1~5重量份、增塑剂0.1~2重量份。本发明的片的制造为直接压片方法,该方法工艺简单,原材料来源广泛,利于工业化生产。 	专利	0
229	一种移动电站电池模组	本实用新型公开了一种移动电站电池模组,涉及电池技术领域,包括模组外壳、散热装置和电池主体框架,所述散热装置的底部活动安装在模组外壳的顶部,所述电池主体框架固定安装在模组外壳的内部,所述散热装置包括热量收集板、传输管、电机和空气制冷室,所述热量收集板的一端固定连接传输管的一端。本实用新型通过采用热量收集板与空气制冷室结合,方便将电池模组内电池在运行时产生的热量快速抽取提出,将其制冷后再重新导回进电池模组内,避免出现温度过高导致电池损毁情况的发生,有效的延长了电池的使用寿命,将各个电池连通起来,使电力集中在一起进行使用,大幅减少了电池的电力损耗,提高了输出功率。 	专利	0
230	一种110kV线路断线继电保护方法	本发明公开了一种110kV线路断线继电保护方法,采用测量110kV变压器110kV中性点电压,识别110kV线路单相断线,采用合解环操作转移供电,使失去电源的变压器恢复到备用电源上供电的继电保护方法,有效防止了变压器缺相供电对电网和对负荷供电的影响,同时防止110kV变压器110kV中性点烧毁,有利于电网安全稳定运行。本发明应用于：负荷端110kV变电站所有变压器110kV中性点运行方式为不接地,经间隙接地；110kV变电站110kV侧装设有备自投装置或中、低压侧装设有备自投装置；远跳断线线路电源侧断路器时,1号和2号电源110kV线路必须设置光纤通道和线路光纤差动保护。 	专利	0
231	一种具有观察平台的压花机	本实用新型公开了一种具有观察平台的压花机,属于包装设备技术领域。本实用新型在压花区和收料区之间设置观察区,并在收料区和放料区设置自动纠偏装置。通过设置观察平台,使压花机的压花质量得到实时观察和监控,对于压花发生偏移或压花质量不达标的现象提供了及时调整的机会,减少了残次品率且降低了成本损耗；通过设置自动纠偏装置,实现了纠偏过程甚至整个生产过程的自动化。 	专利	0
232	落料拉伸复合模具	本实用新型属于冷冲模具行业,涉及一种落料拉伸复合模具,上模通过导柱滑动设置在下模的导套中,上模座下表面依次设置上固定垫板、上固定板,所述上固定垫板与上固定板通过第一螺钉紧固连接,第五螺钉贯穿上固定垫板,上端置于上模座中,下端螺纹连接上固定板,上冲头的上端设置于上固定板的圆形通孔内,下端穿过卸料板。本实用新型落料拉伸复合模具只需要一副模具就可以完成零件的落料和拉伸两道工艺,大大提高了工作效率高同时也降低了加工成本,节省企业费用支出；可以满足大批量生产,能够保证工件精度要求；本实用新型结构紧凑,合理；工作过程简便、产品质量稳定、使用安全,可大幅度提高生产效率。 	专利	0
233	一种注塑用颗粒干燥机	本实用新型提供一种注塑用颗粒干燥机,属于干燥机设备技术领域,包括固定底座、延伸底座、排水管、电源接口和烘干机,固定底座的四角分别设有延伸底座,且延伸底座与固定底座固定连接,固定底座的左侧设有排水管,且排水管与固定底座贯通连接,该种注塑用颗粒干燥机通过结构的改进,使本装置在实际使用时,改善了现有的注塑用颗粒干燥机采用开放式烘干注塑颗粒的方式,避免了热量损失大的情况,进而提高了塑胶颗粒物料烘干的效率,且解决了现有的注塑用颗粒干燥机烘干空间利用率低的问题,能够大批量的将注塑颗粒物料进行烘干,并且能够在处理湿度大的物料时将水汽排出,进而避免了使设备损耗,而且还提高了烘干效率,从而利于实际使用。 	专利	0
234	枕套（2046）	1．本外观设计产品的名称：枕套(2046)。2．本外观设计产品的用途：床上用品中的枕套外套。3．本外观设计的设计要点：图案和色彩。4．最能表明设计要点的图片或者照片：主视图。5．本外观设计申请请求保护色彩。 	专利	0
235	车用电磁阀驱动电路	本实用新型公开了一种车用电磁阀驱动电路,包括驱动芯片、二极管一D1、二极管二D2、储能元件和MOS管；所述驱动芯片的输入端连接CPLD芯片,其输出端连接MOS管的栅极,MOS管的源极接地；二极管二的正极和电磁阀的一端均连接MOS管的漏极,二极管二的负极连接储能元件的一端,储能元件的另一端接地；所述电磁阀的另一端连接供电电源和二极管一的负极,所述二极管一的正极接地。本实用新型的电磁阀驱动电路,由二极管二、储能元件、二极管一和电磁阀形成的回路,在电磁阀关闭时,电磁阀上储存的能量对储能元件充电,回收电磁阀中储存的能量,提高储能元件所在模块的充电效率,同时缩短电磁阀的关闭时间,提高电磁阀响应的实时性。 	专利	0
236	一种干细胞培养器皿	本发明涉及一种干细胞培养器皿,包括圆环壳体和盖体,所述的圆环壳体的底部固定安装有圆形底座,所述的圆形底座的顶部中心位置且位于圆环壳体内设置有限位装置,且圆形底座的顶部位于圆环壳体内均匀设置有分隔装置,所述的圆环壳体的上方设置有盖体,本发明通过设置的圆环壳体、圆形底座、限位装置、分隔装置和盖体,首先根据培养的细胞种类的不同将分隔装置放置到圆形底座上的圆环壳体内,再通过限位装置对其进行限位,从而使得在对细胞培养时的适用性增强,最后将盖体与圆环壳体进行快速锁紧,避免了传统的螺纹旋转的锁紧,且不会影响培养皿内细胞的稳定性。 	专利	0
237	手提袋（053）	1.本外观设计主视图与后视图相同,省略后视图,其余视图无设计要点,省略其余视图。2.本外观设计产品的名称是：手提袋(053)。3.本外观设计产品的用途是：包装纺织用品用的手提袋。4.本外观设计最能表明产品的设计要点在于：包装袋上的图案及色彩的结合。5.本外观设计最能表明产品设计的直观图是：主视图。6.请求保护的外观设计包含色彩。 	专利	0
238	一种舰船消磁绕组安匝调整模块	本实用新型公开一种舰船消磁绕组安匝调整模块,包括本体、左连接组件、左滑块、中间铜块、右滑块、右连接组件、左汇流排和右汇流排；左侧消磁电缆和右侧消磁电缆分别固定连接于左连接组件和右连接组件,左连接组件固定于本体左侧,右连接组件固定于本体右侧,中间铜块固定于本体中间,左汇流排和右汇流排分别内嵌于本体左、右两侧的汇流排安装槽内,左滑块与本体滑动连接,左滑块滑动至左端与左汇流排和左连接组件接触,左滑块滑动至右端与中间铜块接触,右滑块与本体滑动连接,右滑块滑动至右端与右汇流排和右连接组件接触,右滑块滑动至左端与中间铜块接触；本实用新型能够方便快捷地对电流方向进行调整,从而对消磁绕组安匝数快速调整。 	专利	0
239	修枝机	本实用新型涉及一种修枝机,包括：把手；本体,本体上具有容纳部和安装部；驱动马达,安装于本体的容纳部内；驱动机构,安装于本体的安装部内,驱动马达连接驱动结构；刀片,沿纵向轴线延伸,刀片连接驱动机构；壳体,壳体与把手连接；至少一对弹性支撑件,将本体连接至壳体；其中,所述至少一对弹性支撑件的每一个弹性支撑件在第一负载状态时具有第一弹性刚度,在第二负载状态时具有第二弹性刚度；其中,第二负载大于第一负载,第二弹性刚度大于第一弹性刚度。该结构使得修枝机在不同负载状态下,均具有较好的减振效果和较高的切割精度。 	专利	0
240	物流安全存取系统	本实用新型提供了一种物流安全存取系统,包括控制器、存储器、储物柜、RFID芯片、RFID读卡器、IC卡、IC读卡器、电源模块和驱动机构,所述控制器与所述存储器、RFID读卡器、IC读卡器、电源模块和驱动机构连接,这种物流安全存取系统需要取件人在系统上验证其携带的IC卡上的信息,IC卡可以与小区门禁卡集成于一体,方便小区居民的使用,安全性高,携带方便,验证快捷,符合现代化生活的需要。 	专利	0
241	一种螺旋提升机	本发明涉及一种螺旋提升机,属于电厂提升设备技术领域。包括提升机本体和安装架机构,所述提升机本体包括筒体和带轴螺旋,所述提升机本体顶部通过螺旋轴合机构连接固定电机,所述提升机本体中部位置通过安装架机构连接固定在池体上方的安装台上；所述安装架机构包括和池体上方的安装台固定连接的两块侧板,所述两块侧板顶端的连接一个上下贯通带两半轴的圆筒形支撑套,所述提升机本体套接在支撑套内部；支撑套右侧壁上连接有耳板,耳板和丝杆一端连接,所述丝杆另一端通过耳板和耳座倾斜连接在池体上方的安装台上。本发明的螺旋提升机能安装于所有污水收集池,对干、湿散料均能进行提升,且能连水一起提升,提升效率高,具有广阔的应用前景。 	专利	0
242	色织布（A-63）	1．本外观设计产品的名称：色织布(A-63)。2．本外观设计产品的用途：本外观设计产品用于纺织品的织布。3．本外观设计产品的设计要点：产品的图案与色彩及其结合。4．最能表明本外观设计设计要点的图片或照片：集中于主视图。5．本外观设计为平面产品,省略其它视图。6．请求保护的外观设计包含色彩。7．该外观设计的产品的单元图案左右两方连续无固定边界。 	专利	0
243	滚筒洗衣机	本发明公开了一种滚筒洗衣机,包括：壳体,壳体形成有开口；外筒,外筒设在壳体内；内筒,内筒可转动地设在外筒内,内筒的中心轴线水平设置并与外筒的中心轴线平行；波轮,波轮可转动地设在内筒内且设置在内筒的底壁上；驱动装置,驱动装置分别与内筒和波轮相连以驱动内筒和波轮同向转动或反向转动。根据本发明的滚筒洗衣机,利用设置在内筒的底壁上且与内筒发生相对转动的波轮,使衣物、洗涤用水可以在上下方向上和前后方向上运动或翻转,由此,提高了衣物等被洗涤或被漂洗的均匀度,提升了滚筒洗衣机的洗涤效果。 	专利	0
244	布料（201378）	1．本外观设计产品的名称：布料(201378)。2．本外观设计产品的用途：布料。3．本外观设计的设计要点：图案。4．最能表明设计要点的图片或者照片：主视图。 	专利	0
245	一种天然彩石涂料	一种天然彩石涂料,包括底层料、中层料和面料,由底层料粘复在被施工的墙面上,依次涂复以中层料和面层料,中层料包括彩石粉60－80胶体20－40彩石粉包括天然石材粉和各种颜料粉混合配制而成,胶体包括苯丙乳液,底层包括防水乳液,面层包括硅丙树脂,本发明涂料具有粘结强度高、防水性好,其色泽美观有天然石材的装饰效果,适于建筑物外墙、内墙使用。 	专利	0
246	无刷锂电钻多功能齿轮箱	1.本外观设计产品的名称：无刷锂电钻多功能齿轮箱。2.本外观设计产品的用途：用于无刷锂电钻的多功能齿轮箱。3.本外观设计产品的设计要点：在于形状。4.最能表明设计要点的图片或照片：立体图。 	专利	0
247	介质滤波器	本申请公开了一种介质滤波器,包括由固态介电材料制成的本体、包覆于本体表面的导电层、以及开设于所述本体内的多个谐振腔,所述本体的电极面的两端分别形成有电极接触面,所述电极接触面与开路面上的导电层直接相连形成感性耦合,所述电极面与所述开路面相邻。本发明采用感性输入输出耦合的方式,回波损耗可以大大改善。 	专利	0
248	一种汽车发动机球墨铸铁件轮毂电镀黑锌用治具	本实用新型公开了一种汽车发动机球墨铸铁件轮毂电镀黑锌用治具,包括悬挂输送机,悬挂输送机的传送板呈倾斜结构设置,悬挂输送机的传送板向下倾斜一侧设置有电镀槽,电镀槽上方的悬挂输送机的传送板呈水平结构设置,悬挂输送机的传送板上设置有挂具,挂具呈“L”形设置,挂具与悬挂输送机的传送板固定连接,挂具上设置有卡接板,卡接板呈圆锥形设置,卡接板底部与挂具固定连接,悬挂输送机上设置有电源开关,卡接板与电源开关连接,卡接板的材质选用阳极篮。本实用新型具有方便镀锌,且镀锌效果好的有益效果,其主要用于球墨铸铁件镀锌。 	专利	0
249	一种草莓的种植方法	一种草莓的种植方法,其具体种植方法为：(1)水果地选择,(2)定植；(3)田间管理；(4)采收。本发明的有益效果是,不仅提高了草莓的产量,并增加单果重。而且有助于提高草莓的品质。 	专利	0
250	厨下过滤器	1．本外观设计产品的名称：厨下过滤器。2．本外观设计产品的用途：本外观设计产品用于家居生活饮用水源的处理。3．本外观设计产品的设计要点：整体造型。4．最能表明本外观设计设计要点的图片或照片：立体图。 	专利	0
251	一种六轮驱动低速无人驾驶巡逻车系统及工作方法	本发明公开了一种六轮驱动低速无人驾驶巡逻车系统及工作方法,包括六轮驱动系统、前盲区探测避障系统、后盲区探测避障系统、环境探测系统和中心控制系统,通过前盲区探测避障系统、后盲区探测避障系统和环境探测系统实时确定巡逻车所处的位置并进行导航,同时确定周围是否存在障碍物,并将数据实时反馈给中心控制系统进行分析处理,中心控制系统控制两轮驱动系统改变巡逻车的运行状态,从而加速通过或绕过障碍物,进而保证巡逻车正常的巡逻行驶。本发明通过ARM控制器+NUC计算机的双核控制保证巡逻车运行的稳定及精确导航巡逻,并且可适应室外崎岖不平路况及发生突发情况的区域。 	专利	0
252	一种2-溴-5-氟苯胺的制备方法	本发明涉及一种2-溴-5-氟苯胺的制备方法,其步骤如下：将甲醇、2-溴-5-氟硝基苯、W-4型雷尼镍与溴抑制剂投入氢化釜中,进行氢化反应,反应结束,将反应液在氮气保护下过滤,过滤后的滤液再减压蒸馏除去甲醇再加入正己烷,再用工艺用水洗涤,洗涤结束后静置分层,再将有机相降温进行结晶,类白色至棕黄色固体析出,抽滤得湿品,将湿品烘干后得成品2-溴-5-氟苯胺。本发明具有物耗低、产品后处理简单、产品纯度好、反应收率高、反应容易控制、有利于连续化与自动化生产以及能降低产品生产成本的优点。 	专利	0
253	一种换热器太阳能供电钢管	本发明公开了一种换热器太阳能供电钢管,包括钢管体,钢管体内设有内接管,内接管内设有电缆线,钢管体的端部设有固定环,固定环设置在支撑杆上,支撑杆设在钢管体的端部,固定环上设有支撑杆,支撑杆固定有太阳能电池板,支撑杆的端部设有太阳能板,太阳能板与太阳能电池板连接,太阳能板与太阳能电池板为电连接,第一电缆线与太阳能电池板为电连接,第二电缆线与太阳能电池板为电连接。本发明的电缆线跟换热器内的电路连接,太阳能板吸收太阳能,再把太阳能转化为电能给太阳能电池板充电,太阳能电池板通过电缆线给换热器提供电能。 	专利	0
254	一种用于流量计量电子化的无电源处理装置	一种用于流量计量电子化处理装置,在原机械式流量传感器的计数盘通过机械传动连接电参数可记忆流量传感器。再连接A／D模数转换器、CPU芯片、单总线协议器、CPU芯片的数据线和控制线与A／D模数转换器连接,通过单总线协议器同各种微型计算机或掌上型电脑相接。由于不改变现有机械式流量计量表的任何部件,只需对应引出机械增量及增装电抗量的指示装置,从而使机械计量传递为电子计量。 	专利	0
255	一种简易起重装置	本实用新型公开了一种简易起重装置,包括龙门架、起重葫芦和自重夹紧机构,所述龙门架包括上部的第一龙门架和下部的第二龙门架,所述第一龙门架呈导致的U型结构设置,所述第一龙门架的横向连接端呈工字型结构设置且对应设置有起重葫芦,所述第二龙门架呈倒置的T型结构设置且对应设置有两组与第一龙门架的两纵向端对应设置,所述自重夹紧机构对应设置于起重葫芦下方。本实用新型结构简单、合理、可靠,可以任意方向推行,适应不同位置的起重需求,可快速实现周转桶的起吊,省时省力,同时通过更换弧形卡环实现不同桶口的抓取需求。 	专利	0
256	一种基于智能电视的数据处理方法和装置	本申请提供了一种基于智能电视的数据处理方法和装置。其中,该方法中,客户端和服务器之间通过自定义的通信标识符进行通信,实现了智能电视、网络之间跨平台交互的数据处理,并且,本发明中,当客户端发送视频邮件时,发送的仅是一个打包后的HTML页面,并且,本发明不需要用户花费大量时间上传大容量的附件,其上传可在视频录制时完成,提高邮件发送效率,也能保证收件人后续可以使用网页浏览视频时边下载边浏览。 	专利	0
257	一种多功能臂力棒	本实用新型公开了一种多功能臂力棒,包括扁平弹性件,所述扁平弹性件两端分别与左连接杆和右连接杆焊接,所述右连接杆内设置有右连接内螺纹,所述右连接杆能通过右连接内螺纹与墙体连接杆、右握力杆和右健腹杆连接,所述左连接杆内设置有左连接内螺纹,所述左连接杆能通过左连接内螺纹与减压环、左握力杆和左健腹杆连接,当所述右连接杆与墙体连接杆连接时,所述左连接杆与减压环连接,当所述右连接杆与右握力杆连接时,所述左连接杆与左握力杆连接,当所述右连接杆与右健腹杆连接时,所述左连接杆与左健腹杆连接,能够实现臂力棒的多功能化。 	专利	0
258	双USB口充电模块	1．本外观设计产品的名称：双USB口充电模块。2．本外观设计产品的用途：本外观设计产品用于车载电器的充电。3．本外观设计产品的设计要点：外形。4．最能表明本外观设计设计要点的图片或照片：立体图。 	专利	0
259	一种4G天线与5G天线相互切换的天线射频系统	本发明属于天线技术技术领域,尤其是一种4G天线与5G天线相互切换的天线射频系统,现提出以下方案,包括箱体,所述箱体顶部一侧外壁中部安装有双掷开关,且箱体顶部外壁两侧均固定有天线,所述箱体相对一侧内壁均焊接有滑槽杆,且滑槽杆一侧内壁一端开有插槽。本发明通过安装盒内部安装的半导体制冷器,导体连接两块不同的金属,接通直流电,一个接点处温度降低,一个接点处温度升高,通过安装的冷气扇可以将温度低的接点排入到箱体内,对内部的电子元件进行降温,通过设置的散热扇对温度高的接点进行散热,这样的连接方式可以在使用时对内部的电子元件进行散热保护,防止内部温度过高导致内部元件出现损坏。 	专利	0
260	一种IIC的管理装置及管理方法	本申请所提供的一种IIC的管理装置,包括：CPLD,所述CPLD通过预设IO接口分别与通讯主设备和通讯从设备建立IIC连接；所述CPLD用于获取所述IIC的数据信息并存储于预设存储介质。通过使用单独CPLD作为系统IIC管理中心的设计,CPLD作为IIC的管理者,连接信息交流的主从两端设备,CPLD内部使用编码程序可方便的进行信息的处理、汇总,且CPLD的IO口支持大多电平,可连接其他各种不同电平的设备,也方便测试人员对IIC通信进行测试和Debug测试。本申请还提供一种IIC的管理方法,具有上述有益效果。 	专利	0
261	作为蛋白激酶抑制剂的含磷化合物	本发明涉及可调节蛋白激酶活性的式(I)所示的化合物。本发明还涉及包含式(I)化合物的组合物,以及合成和利用所述化合物用于预防或治疗ALK或cMet介导的疾病或病症的方法。。 	专利	0
262	一种非金属膨胀节生产焊接用定位机构	本实用新型公开一种非金属膨胀节生产焊接用定位机构,包括固定框架,所述固定框架两端的顶部分别与两个弧形限位板一端的底部固定连接,两个所述弧形限位板顶部两端均贯穿开凿有凹槽,本实用新型所达到的有益效果是：本实用新型通过弧形限位板的凹槽搭配双滚轮以及外壁的橡胶防滑套搭配侧板、螺纹杆、把手、抵块一端的防滑橡胶垫以及L型限位板的插槽组合使用,可以很好的对上下两个法兰盘进行焊接连接块时的限位,且调节位置方便,可以将上下两个法兰盘四角的连接块均焊接成相同距离,方便后续螺纹杆以及螺帽的安装。 	专利	0
263	一种可自动除垢的多管式冷却及团聚装置	本发明涉及一种可自动除垢的多管式冷却及团聚装置,包括冷却器,冷却器设置下进气腔和上出气腔,下进气腔和上出气腔之间连接若干冷却管,冷却管一侧设置冷却风机,下进气腔内设置布气管,布气管上配合冷却管设置相同数量的排气支管,排气支管与冷却管通过文丘里管连接,冷却管内还设置螺旋叶片,螺旋叶片与驱动电机连接,下进气腔下端还设置灰斗,上出气腔连接旋风分离装置,旋风分离装置下端连接带团凝剂补充管的团凝剂储存斗,团凝剂储存斗通过定量给料机构连接供料箱,供料箱通过供料管与文丘里管的喷射口连接,所述可自动除垢的多管式冷却及团聚装置可有效消除消除PM2.5污染,且自动清除冷却管内尘垢,系统运行稳定可靠。 	专利	0
264	移动电源（3）	1．本外观设计产品的名称：移动电源(3)。2．本外观设计产品的用途：本外观设计产品用于给数码电子产品充电。3．本外观设计产品的设计要点：在于产品的外观。4．最能表明本外观设计设计要点的图片或照片：主视图。 	专利	0
265	一种基于整体式双活塞阀体的水处理装置	本实用新型公开了一种基于整体式双活塞阀体的水处理装置,包括整体式双活塞阀体,所述整体式双活塞阀体固定安装在处理槽上,所述整体式双活塞阀体包括上阀体单元和下阀体单元,所述上阀体单元的内腔和下阀体单元的内腔中均设有密封垫和活塞,所述密封垫和活塞匹配,所述上阀体单元的外壁上设有排污流道、吸盐流道、过滤流道、第一连通流道、第二连通流道、第三连通流道和再生流道,所述下阀体单元的外壁上还设有中心流道、侧流道、进水口和出水口,所述侧流道和中心流道与处理槽相通。通过上阀体单元负责再生控制,下阀体单元负责工作和再生的切换,不仅提高了每小时的最大产水量,同时排污口也不会有未处理过的液体流出。 	专利	0
