id	title	abstract	label	actual
711	企业检索中访问权限控制方法的实现与比较	针对企业检索系统中最常用的四种访问控制方法,结合其各自的特点及关键技术进行了分析与比较,并就各种方法对检索性能的影响进行了测试与对比.提出了三种典型的企业检索系统应用场景,并分别给出了建议采用的访问控制方法.	学术文献	0
712	对文化遗产价值的再定义——评 What is OUV?	 自从1972年世界遗产公约发布以来,世界文化遗产保护的思想在不断发展.这种发展一方面是对文化遗产认识上的深入,另一方面也是对文化话语权不均衡的反思,既是保护事业管理机制科学化的需要,也是文化遗产可持续发展的需要.	学术文献	0
713	嗜麦芽窄食单胞菌J12对芘的降解特性	从前期实验中得到1株对芘具有降解能力的嗜麦芽窄食单胞菌,将其命名为J12.采用摇床振荡培养的方法,研究了不同实验条件(降解体系芘初始浓度、初始pH、投菌量)对J12降解芘的影响.结果表明:最佳降解条件为芘初始浓度20mg/L、投菌量2g/L、pH为7.0左右.在最佳降解条件下,研究了金属离子Fe~(3+)、Mn~(2+)、Mg~(2+)对J12降解芘的影响,结果表明一定浓度Fe~(3+)、Mn~(2+)的投加对J12降解芘具有促进作用,而Mg~(2+)则表现为轻微的抑制作用.向反应体系中添加鼠李糖脂,结果表明鼠李糖脂的添加对J12降解芘有一定的促进作用,其中在反应的后期促进作用较明显.对J12胞外酶和胞内酶粗酶液进行考察,结果表明在J12降解芘过程中起主要作用的为胞内酶,J12对芘的降解酶主要分布在胞内.	学术文献	0
714	桩基础桥梁非线性地震反应分析模型及试验研究	为研究强震下桩基础桥梁的非线性地震反应滞回规律,综合考虑桩侧土水平向仅受压非线性与竖向的摩擦作用以及桩尖土的非线性压入与提离作用,提出了桩基础桥梁的非线性地震反应分析模型,并通过单墩桩基础桥梁模型的拟静力加载试验验证了改进模型的合理性.以某客运专线跨度为32 m的双线简支梁重力式桥墩为背景,根据不同构件的非线性建立了4种模型,利用非线性时程反应分析方法对4种模型进行分析.结果表明,承台底剪力～水平位移、承台底弯矩～转角呈纺锤状滞回规律,地基土的仅受压非线性特性对地震反应结果影响较大,建议桩基础桥梁在进行非线性地震反应分析时考虑地基土的影响.	学术文献	0
715	提高农用潜水电泵修复可靠性的方法	对以QY系列为主体的农用潜水电泵修复可靠性低、寿命短的问题,提出了改进措施,从而有效提高潜水电泵修复可靠性,并延长使用寿命.	学术文献	0
716	碱性氧化浸出废弃手机线路板中的锡、铅	废弃手机线路板中含有重金属铅、镉、汞等有毒有害物质,处理不当会对环境和人体健康造成危害,但同时废弃手机线路板元器件中还含有丰富的有价金属元素.为回收废弃手机线路板元器件中的锡、铅,进行了碱性氧化浸出试验.结果表明,在氢氧化钠浓度为4 mol/L、间硝基苯磺酸钠浓度为11 g/L、浸出温度为80℃、浸出时间为60 min条件下,锡、铅浸出率分别达到99.51%和99.01%,其余主要金属浸出率均低于6%.	学术文献	0
717	气体放电管在开关变换器中的应用	气体放电管广泛应用于直流开关变换器的浪涌电压抑制中,本文分析了气体放电管的原理和工作特性,并结合工作特点指出了其在电路中的选择和设计要点,实验波形验证了分析的正确性.	学术文献	0
718	地下金属矿山矿房直接降尘技术	根据地下金属矿山矿房爆破后出矿时粉尘浓度大、持续时间长的特点,通过分析现阶段喷雾降尘方法存在缺点和不足的原因,提出利用高压降尘喷枪将降尘水直接作用于产尘源,从粉尘产生的源头上降低爆破后和出矿时的粉尘浓度.根据这一思路,设计制作了适用于地下金属矿山的降尘喷枪,通过传粉尘浓度感器控制降尘喷枪的开启,使降尘过程实现自动化.目前该技术已经在会宝岭铁矿现场进行了应用,较常规水幕降尘方法,可将爆破后等待炮烟时间缩短60％以上,可降低出矿巷道内粉尘浓度75％以上,降低上水平回风巷道内粉尘浓度60％以上.	学术文献	0
719	多中段群空区下缓倾斜厚大矿体分区高效回采实践	某大型岩金矿山缓倾斜厚大矿体拟采用两步骤空场回采嗣后崩落采矿法,针对多中段群空区下一步骤采空区未处理环境下的二步骤采场回采,结合矿区改扩建生产能力需求,创新构建了大盘区采场分区高效回采方案.将二步骤采场划分成两个区域回采,两区域中间由隔离矿柱分开,下盘矿体采用分段空场侧向崩矿嗣后放顶方案,上盘三角矿体采用分段空场正向崩矿法方案.通过开展大盘区采场分区现场工业试验,实现了多中段群空区下缓倾斜厚大矿体的高效经济安全开采,为类似条件矿山开采提供了重要的技术支撑.	学术文献	0
720	基于提升算法的离散小波变换FPGA实现	离散小波变换是当今许多图像处理和压缩技术的基础,并得到了广泛的应用.本文以4阶Daubechies小波为例阐述基于提升算法的离散小波变换的原理,并给出其硬件实现架构,然后进行仿真,将仿真结果与Matlab软件实现结果进行比较,结果表明硬件实现与软件实现基本一致,该硬件架构与基于传统的卷积方法实现相比,可以减小硬件实现面积,并利用插入流水线寄存器的方法,缩短关键路径,提高运算速度.	学术文献	0
721	陆战武器战斗效能标准化的计算方法	提出了完备的陆战武器战斗效能标准化的计算方法;得出了7个国家军队12类345种陆战武器的标准化数值;结束了我军长期以来无自己的统一标准的状况.武器战斗效能标准化结果可在装备发展论证、作战模拟、战法研究和战争预测等方面得到广泛应用.	学术文献	0
722	LW52型喷水织机开口、引纬测试分析	通过MEC-B型机械动态参数测试仪对喷水织机开口机构、引纬系统水泵活塞运动规律进行测试与分析,阐述它们之间的技术参数特征,并探讨了两者间工艺参数的合理配制.	学术文献	0
723	铝酸钠溶液组分浓度在线分析仪的研制	针对氧化铝生产过程中铝酸钠溶液组分浓度难以在线检测,无法实时指导生产过程的问题,结合铝酸钠溶液的物理化学性质,设计并开发了铝酸钠溶液组分浓度在线分析仪.提出了基于向上查表法的铝酸钠溶液组分浓度软测量模型,并采用PSO优化算法时表值进行计算与更新.所研制的在线分析仪成功应用于某氧化铝厂生产过程,现场应用结果表明在线分析仪运行稳定可靠且易于实施,所提出的铝酸钠溶液组分浓度软测量方法简单可行,取得了明显的应用效果.	学术文献	0
724	沸石处理磷矿浮选废水的试验研究	以贵州某磷矿石浮选废水为研究对象，人造沸石为吸附材料，考察了沸石不同改性方法对废水中钙离子去除率的影响，并通过单因素试验考察了改性沸石的粒径、投加量、搅拌速度、温度及废水pH值等因素对磷矿浮选废水中钙离子及总硬度去除率的影响。试验结果表明：对人造沸石较适宜的改性条件为1 mol/L NaCl和0.5 mol/L NaOH混合溶液；在磷矿浮选废水pH值为7，温度25℃，沸石粒径0.425~1 mm，改性沸石投加量40 g/L，搅拌速度160 r/min，搅拌180 min的条件下，磷矿浮选废水中钙离子及总硬度的去除率可达到88.29%和58.64%；钙离子的吸附行为符合Freundlich方程式，吸附倾向于多分子层吸附。	学术文献	0
725	水平角和高度角测量值的二维倾斜改正算法	在进行常规的水平角和高度角测量时,都需要将测量仪器精确整平或通过仪器的自动补偿功能对观测值进行改正.但是部分设备如普通光学经纬仪、测量相机等测量仪器不具备精确整平或自动补偿的功能,影响了水平角和高度角的观测.本文提出了一种水平角和高度角测量值的二维倾斜改正方法.利用倾角传感器检测测量仪器的二维倾角,并根据倾角值对水平角和高度角的观测值进行改正.实验表明:利用该方法只需将测量仪器概略整平,即可将水平角和高度角观测值从测量平面改正到水平面;并且能够估计其精度.	学术文献	0
726	干湿循环作用下钢筋混凝土氯离子侵蚀与寿命预测?	在已有水泥混凝土氯离子侵蚀模型基础上，综合考虑外部环境因素(温度、湿度、风速)与混凝土自身条件(龄期、氯离子吸附效应)对非饱和混凝土氯离子侵蚀的影响，建立干湿循环下混凝土氯离子传输模型并进行实验验证。根据运算的复杂程度对 Fib Model Code 模型进行优化，建立干湿循环作用下钢筋混凝土寿命预测模型，可为实际工况下受氯离子侵蚀钢筋混凝土材料设计与寿命预估提供参考。	学术文献	0
727	长距离水平冻结法在广州地铁中的应用与实践	广州地铁二号线中山纪念堂～越秀公园区间隧道的南端穿越清泉街断裂破碎带,该破碎带由南北侧的破碎带和中间挤压带组成,长度达145 m.隧道施工通过该破碎带时采用了全断面水平冻结法作为辅助施工方法,冻结施工总长度115 m,冻结管单管长度最长达62 m,而目前国内外水平冻结的长度仅45 m.文章对该冻结施工方案的产生过程作了回顾,并结合广州地区气候特点和工程地质特点,详尽地分析了长距离水平冻结施工技术在广州地铁清泉街断裂破碎带地层中应用的可行性.	学术文献	0
728	基于跟踪共振峰的语音增强算法	该文通过实验方法研究和分析了汉字语音共振峰的特点,发现可跟踪并找到各个共振峰,结合汉字发音所具有的一般规律,提出了一种基于跟踪共振峰的语音增强算法.该算法能够有效地识别出带噪语音中的语音帧和非语音帧,简单且有效地去除非语音帧的全部噪声,明显抑制语音帧内的噪声.算法计算复杂度低并具有噪声环境可移植性.	学术文献	0
729	不同分子量葡聚糖与大豆7S蛋白混合凝胶的流变学性质	采用哈克流变仪对不同分子最葡聚糖与大豆7S蛋白混合体系的凝胶流变学性质进行研究.结果表明:葡聚糖与大豆7S蛋白混合体系形成的蛋白多糖凝胶相对单一浓度的大豆7S蛋白凝胶具有较高的弹性模量;同分子量的葡聚糖与大豆7S蛋白混合体系形成的蛋白多糖凝胶黏弹性质随葡聚糖浓度增加而增加;同浓度葡聚糖与大豆7S蛋白混合休系形成的蛋白多糖凝胶黏弹性质随加入葡聚糖分子量的增加而增加;同浓度同类型葡聚糖体系凝胶形成的起始温度T_(p0.25)<T_(p0.5),且0.25mol/L磷酸盐缓冲液(pH7.6)中蛋白-多糖复合凝胶的弹性模最值大于0.5mol/L磷酸盐缓冲液(pH7.6)中蛋白-多糖复合凝胶的弹性模量值.	学术文献	0
730	食源性病毒及其预防与控制	过去十年,世界范围内起源于病毒感染的食品安全事件与日俱增.由于病毒在很低感染剂量下就可能导致严重的食品安全问题,以及消费者对生鲜、快捷、安全食品的需求,引发了人们关于传统食品加工工艺对病毒作用效果的研究,并促使科学工作者开发出许多新颖的食品加工和保藏方法.本文对致病病毒的种类、特点、传播途径以及预防和控制措施进行综述,并介绍关于保藏方法减少病毒水平的最新进展.	学术文献	0
731	反胶束体系中有机染料PDS对TiO2纳米粒子的表面修饰	"反胶束法制备纳米粒子是20世纪80年代兴起的研究领域[1].反胶束是指表面活性剂在非极性溶剂中定向排列而自发形成的聚集体[3],反胶束的""水池”是一种特殊的纳米空间,以此作为微反应器,通过控制含水量Wo(Wo=[H2O]/[Surft.],即水与表面活性剂的摩尔比)和选择不同的表面活性剂种类及浓度可以获得单分散的粒径小于10 nm的微粒[3～5]."	学术文献	0
732	基于MPI的典型零件注塑模具结构优化	针对某U型薄壁注塑件实际生产中出现的翘曲现象,结合MPI软件分析了产生翘曲的原因;在分析的基础上,改进后的模具生产出的注塑件质量有了很大的改进.并且经过实际与模拟的验证,进一步采用优化实验设计,以减小注塑件翘曲为目标值,对注塑模的冷却系统和浇注系统进行了分析和优化.优化之后的模具结构,最大程度上减小了两侧壁之间产生的翘曲不平现象,改善了注塑制品的质量,提高了其功能性和使用性.	学术文献	0
733	汽车功能性纺织品的研究现状及开发对策	介绍了汽车用纺织品的现状及存在的问题, 提出汽车用纺织品的开发在具备传统纺织品要求的舒适美观和经济耐用外,还应具有防污、阻燃、抗静电、易去污和耐日晒等安全环保性方面的功能.针对这些功能,从原料和生产技术两方面提出了相应的对策,包括采用麻类天然纤维和生物质纤维, 采用非织造布技术、纺前着色技术、后整理技术和纳米技术等.	学术文献	0
734	零蠕变法测量固-固相界面能研究	金属多层膜在高温低应力条件下发生弹性蠕变时,由于膜的塑性流动,使得测量金属固-固相界面能成为可能.介绍了一种测量金属固-固相界面能的方法--零蠕变法,并着重阐述双向零蠕变法的原理和设备,	学术文献	0
735	HRB500高强度抗震钢筋伸长率偏低原因分析及控制	针对国内某钢厂采用Nb微合金化和控冷工艺生产HRB500高强度抗震钢筋出现的伸长率偏低情况,取样进行了金相显微组织、断口形貌、夹杂物及化学成分分析研究.结果表明,HRB500钢筋伸长率偏低的主要原因是钢筋心部显微组织异常,贝氏体含量高(50%)且形态差(大块状),原始奥氏体晶粒粗大(50～60μm);显微组织异常的主要原因是轧钢加热温度高(1260℃)、控冷后终止温度偏低(710℃).针对上述情况,炼钢采取了渣洗工艺、延长吹氩时间(长于200s)、严格控制中包浇铸液面(大于650mm)的措施,轧钢采取了降低加热温度(均热段温度低于1200℃)、升高控冷后终止温度(高于725℃)的措施,HRB500钢筋伸长率偏低得到消除.	学术文献	0
736	任意位姿孔轴线方位解析与图像测量方法研究	针对孔的空间定位问题,提出任意位姿孔轴线方位的求解算法.孔边缘轮廓在透视投影下为椭圆,基于代数距离的椭圆拟合保证了椭圆拟合结果的稳定性,再利用椭圆定义约束,迭代优化拟合结果,避免了异常点及不完整样本点对拟合结果的干扰.通过空间几何解析,建立空间几何模型,利用平面法向量和相似三角形推导出计算公式.仿真结果表明该算法精度高,实用性强.	学术文献	0
737	玉米果穗籽粒组砌规律对其离散效果的影响	为深入了解玉米果穗籽粒组砌规律对其离散效果的影响机理，以浚单20、北青210两个品种为研究对象，进行了在不同冲击缝隙、不同冲击部位下的冲击试验。试验结果表明：玉米果穗组砌规律对试验指标的影响很大：冲击头作用于对立缝隙A中比作用于交错缝隙 B中易于籽粒离散，且承受的最大冲击力值小，籽粒损伤数也小；果穗中部籽粒严格遵循组砌规律，冲击头冲击时，力在传递中易于被快速传递消耗，能承受的冲击力最大，离散籽粒数适中，损伤籽粒数少；下部籽粒受纵行合流影响，不是严格遵循果穗籽粒的组砌规律，在承载冲击力方面较中部减小，但下部籽粒比中部籽粒尺寸小，能离散籽粒数比中部多；上部不仅受纵行合流影响，而且受上部籽粒不规则的影响，在承载冲击力方面最小，且离散籽粒数也最少。研究成果可为进一步研究低损伤脱粒方法提供理论参考。	学术文献	0
738	生物洗涤塔降解氯苯废气性能研究	以活性污泥为介质,探讨洗涤塔中氯苯废气的生物降解性能.实验表明,洗涤塔对氯苯废气有较强的降解能力.当负荷F小于1 mg/(g*h)时,比降解速率-γ随F的增加而增加,在F=1.0-2.0 mg/(g*h)时,-γ达到最大值0.8 mg/(g*h),当F低于0.8 mg/(g*h)时,氯苯降解效率η维持在90%.装置中污泥混合液挥发性悬浮固体与混合液悬浮固体质量浓度之比(MLVSS/MLSS)由驯化初期的0.5增至0.7,逐步趋于稳定;氯苯的生物降解为一级反应,降解速率常数k=0.631 h-1.降解过程中产酸,较低的pH值抑制了微生物的活性,使氯苯的生物降解减弱,为此在洗涤塔运行过程中,必须投加pH缓冲药剂,维持污泥正常pH范围.试验获得的操作曲线,可为合理设计氯苯废气处理装置提供技术依据.	学术文献	0
739	悬架控制臂液压衬套与整车平顺性关联分析	为准确分析比较某实车前双横臂悬架安装的液压衬套与传统橡胶衬套对车辆性能的影响,通过试验得到该控制臂液压衬套的静态和动态力学特性,在ADAMS中建立了其力学模型,并在此基础上搭建了整车仿真模型.用谐波叠加法构建了不同等级的随机路面谱.摆臂采用液压衬套和橡胶衬套时,在随机路面和凸块路面上分别对整车模型进行平顺性仿真,通过功率谱估计得到了脚部地板和座椅导轨处垂向和纵向加速度的频谱特性和均方根值,同时分别对整车模型进行了操纵稳定性仿真.最后,对比分析了液压衬套刚度改变对车辆平顺性的影响.结果表明:该车使用液压衬套或传统橡胶衬套对操稳性的影响很小;在A、B级路面上,使用液压衬套时,车辆的平顺性会更好,而对于凸块路面,使用液压衬套时平顺性会差;液压衬套刚度增加后,对于A、B级路面和凸块路面,垂向加速度均方根值有所增大,对于D级路面则变化很小,凸块路面垂向和纵向加速度曲线响应略为变慢,曲线的振荡时间也变长.	学术文献	0
740	安庆长江铁路大桥主墩深水钢围堰拆除技术	安庆长江铁路大桥主桥为主跨580 m的连续钢桁梁斜拉桥，该桥3号、4号桥塔墩基础采用双壁钢围堰施工，钢围堰外径56m、壁厚2m，总高分别为42．88m和41．4m。为满足通航净空要求，承台面以上钢围堰需全部拆除。主桥完工后，在枯水期，沿承台面拆除钢围堰，拆除高度22．38 m ，在高度上分2节、平面上分16块拆除，按自下游向上游方向进行拆除。钢围堰拆除时，先在围堰内开设切割通道，然后按先竖缝、后水平缝的顺序切割，最后切割隔舱板和顶部连接处。水面以上钢围堰均采用常规氧气法切割；水面以下围堰内无沉积物时，直接采用水下氧－弧切割法切割钢围堰；由于3号墩钢围堰内有较多沉积物，先抽水，割开围堰内壁板，将围堰内沉积物凿除后，再灌水，进行水下切割。	学术文献	0
741	小通道内两相流摩擦压降计算方法评价	从文献中收集了2902个小通道内的两相流摩擦压降实验数据,实验工质包括R123、 R134a、R22、R236ea、R245fa、R404a、R407C、R410a、R507、CO2、水和空气,流道当量直径范围0.51～12 mm,气-液相雷诺数范围10<Rel<37000,气相雷诺数范围3<Reg<4×105.基于这些实验数据,对11个小通道内的两相流摩擦压降计算模型和方法进行了评价.结果表明,在层流区域,Lockhart-Martinelli、Mishima-Hibiki、Zhang-Mishima以及Lee-Mudawar方法相近,而Muller-Steinhagen-Heck方法在紊流区精度最高,平均误差为34.8%.基于Chisholm方法给出了小通道内的两相流摩擦压降修正计算关系式,计算表明,该关系式在层流和紊流范围内优于其他公式.	学术文献	0
742	基于迷宫置换和Logistic混沌映射的图像加密算法	传统基于置换和混淆的图像加密算法,置换效率低且难以抵抗已知/选择明文攻击,针对此问题,提出基于迷宫置换和Logistic映射的图像加密算法.为提高置换效率,采用深度优先搜索(DFS)迷宫生成算法来高效产生置换;为抵抗已知/选择明文攻击,将待加密图像的消息摘要算法5(MD5)摘要与用户密钥绑定,用以产生迷宫起点坐标、Logistic参数和初值,然后由Logistic映射产生随机数,来决定迷宫置换的节点试探方向和参与混淆,从而使加密环节与明文图像紧密相连.实验表明,所提算法具有较好的加密质量、较高的安全性,且能抵抗已知/选择明文攻击.	学术文献	0
743	电沉积法铀辐照靶性能检测技术研究	对电沉积铀靶进行了系统的检测技术研究.通过分光光度法测其电镀收率；运用扫描电子显微镜、X射线能谱和红外光谱对电沉积层的表面形貌、微区成分和结构组成进行分析和表征；采用低频振动试验检测铀沉积层的牢固性；考虑到入堆辐照的安全性,计算了靶件的发热量并用γ谱仪测试了靶件中铀分布的均匀性.介绍了这些无损检测技术的方法和检测结果.	学术文献	0
744	倡导绿色服装是可持续发展的重要组成部分	介绍了服装污染的来源及其对人体和环境的危害,以及绿色服装的概念.根据服装业在推进环保方面的成绩和在国际市场竞争中的局面,进一步阐明了倡导绿色服装、实行绿色环保对实现可持续发展的重要意义.	学术文献	0
745	寒区服务区多介质生物滤池污水处理技术应用研究	为解决寒区冬季公路服务区污水处理无法达标的行业难题,通过多介质生物滤池污水处理室内实验研究,发现当温度由30℃降至5℃时,COD去除率变化不大,TN平均去除率呈先下降后上升趋势,经微生物驯化后,两项指标的去除率均可达83.5％以上.在吉林某服务区开展了工程应用研究,采用全过程保温和预热池增温的方式,保障多介质生物滤池冬季水温高于15℃,经2年不同季节连续水质监测,系统出水稳定达到GB 18918-2002《城镇污水处理厂污染物排放标准》一级B标准,COD、NH3-N和TP的去除率均高于96.5％,说明该技术低温处理效果好,抗冲击能力强.	学术文献	0
746	膜厚可控SiO2光子晶体的制备与研究	在相同SiO2悬浮液浓度下,采用改进的双基片垂直沉积法成功制备了不同膜厚的SiO2光子晶体薄膜.研究发现,通过调节两基片间夹层厚度可以很好地控制样品薄膜厚度,不同厚度SiO2光子晶体的表面形貌也有一定的变化.	学术文献	0
747	中国国际建筑艺术双年展究竟带来了什么?	首届中国国际建筑艺术双年展已经落幕,尽管组织过程中的失误为其蒙上了一层阴影,但我们并不能就此否认双年展中为数不少的闪光点和整个双年展在中国建筑发展中所起到的积极件用和深远意义.本文就展览本身做出评论,旨在用学术的眼光来重新审视此次展览.	学术文献	0
748	一种值得关注的城市天然气消费方式:双源可逆型供暖(空调)系统	"本文对00100102.7号专利提出的""双源可逆型供暖系统""进行了比较深入的剖析,认为这一方案与常规锅炉方案相比,节能效果显著;与电驱动热泵供暖方案相比,可靠性高;与热电联产方案相比,由于终端产品单一,所消费的一次能源量要大幅度地减少,与热电联产方案另一不同点是摆脱了所谓""上网问题""的困扰,实在是一种值得关注的城市天然气消费方式."	学术文献	0
749	包头城区土壤重金属空间分布特征及污染评价	为考察包头城区土壤重金属污染现状,在包头城区范围内布设88个采样点,测定土壤中Cd、Pb、Cu、Zn、Cr的含量,并分析其空间分布特征及相关关系,评价其污染状况.结果表明:人类活动强烈干扰了包头城区土壤,Cd、Pb、Cu、Zn普遍超标,且均在冶金工业区出现极大值;城区土壤重金属呈现由工业生产、交通运输及燃煤活动共同作用的复合污染态势;5种重金属综合评价结果为重度污染,其中Cd的单因子指数均值达到7.05,已对居民健康造成威胁和危害.	学术文献	0
750	南水北调中线工程陶岔-沙河段混凝土碱骨料反应试验研究	南水北调中线工程陶岔-沙河段路线长,涉及料场多,骨料品种杂.碱-骨料反应具有反应缓慢、持续时间长的特点.碱-骨料反应十分复杂,需用不同的试验方法进行综合评定.通过岩相法、砂浆棒快速法、碳酸盐圆柱体法等不同试验方法对碱活性进行了研究,试验结果表明: 料场部分骨料具有潜在危害性反应的碱活性.为确保混凝土的耐久性和工程安全,应严格控制工程所用水泥的碱含量及采取其它工程措施来抑制碱-骨料反应.	学术文献	0
751	城市设计与安全规划的整合——华盛顿纪念碑核心区案例思考	"通过对华盛顿""首都城市设计与安全规划""案例的分析,探讨了现代城市设计与城市安全规划整合的可能性、必要性和途径;对其进行概要分析总结,以期对我国的城市安全规划实践有所裨益."	学术文献	0
752	作为片断的系统,作为系统的片断——曹敏硕和MASS STUDIES事务所的建筑语汇	" 我们如何构建高密度建筑的理论?社区的概念能否与这种大都市建筑契合?亦即.当建筑周边土地价格和空间成本十分高昂.以至于在某种程度上可以说每一寸土地都在为资本主义服务的时候,应该如何实现建筑和社区的概念?这些问题当然不甚鲜见.在战后美国、欧洲和日本经济扩张的背景下,路易·康、十人小组、阿基格拉姆派(或""英国建筑电讯派"")和新陈代谢派也相应提出并回答过这些问题.正如他们的城市建设项目是在1950年代和1960年代、伴随着人们对新住宅的极大需求而产生.至1970年代婴儿潮结束、能源危机引发了经济停滞的时期,这些问题也同样随之变得无足轻重."	学术文献	0
753	微型火焰管中燃烧的研究	提出了一种新型的微动力机电系统观念,即微型热光电TPV(thermo photovoltaic)系统.微型燃烧室是微型TPV系统中最重要的部分之一.为了获得较高的能量转换效率,需要使燃烧器壁面四周处于较高且分布均匀的温度状态.尺寸效应对微型燃烧室中的持续燃烧带来了很大的影响.为了分析微型燃烧器中燃烧的可行性和有关影响因素,在不同工况下进行实验.结果表明,在一定的流量和混合比范围内,可以在微型火焰管内维持稳定的燃烧,高温能够在燃烧室四周均匀分布.	学术文献	0
754	双参数地基上厚薄板通用元与地基参数识别的挠度反分析	进行了双参数地基板的有限元分析,基于Mindlin-Reissner中厚板理论给出了双参数地基上广义协调厚薄板通用元的计算公式,并利用位移反分析和遗传算法进行了地基参数识别.有限元计算与试验实测结果吻合良好.为便于比较,文中还给出了Winkler地基和半空间地基的计算结果.	学术文献	0
755	YB163/T-2008《消耗型快速热电偶》行业标准已实施	 由中国计量协会冶金分会冶炼传感器专业委员会主持修订的YB163/T-2008<消耗型快速热电偶>行业标准,于2008年11月1日颁布实施.修订后的标准更加先进完善,更具有操作性,一方面使产品的制造企业能依据标准进行生产、出厂检验和型式试验,另一方面使消耗型快速热电偶的使用厂家能依据标准进行产品的验证和产品质量的评价.修订后的标准主要有如下特点.	学术文献	0
756	提高东山选矿厂精矿-200目含量的工业试验研究	通过对东山选矿厂2000年改选后的阶段磨选流程影响铁精矿-200目含量的可行性分析,提出了实施半自磨工艺和圆筒筛改造方案.现场实施改造后,精矿细度由-200目占67%提高到85%,精矿品位和回收率也得到了提高.	学术文献	0
757	纳米晶ZrO2:Er3+的制备及发光性质	制备了纳米晶ZrO2:Er3+发光粉体,所制备的粉体室温下具有Er3+离子特征荧光发射,主发射有蓝光和绿光两部分,其中位于406,474 nm的蓝光较强.对不同煅烧温度下所制备的样品研究表明:因不同温度下所制得样品的晶相不同,绿光区的发光中心也不同.当四方相和单斜相达到一定的比例时,发光最强.同时观测到Er3+离子的上转换发射(包括绿光和红光两部分).讨论了上转换发射的跃迁机制,976 nm激发下的上转换过程是双光子过程.荧光强度与Er3+的掺杂浓度关系研究表明,Er3+在ZrO2中有浓度猝灭现象,最适宜掺杂浓度的原子数分数为0.9%(Er3+/Zr4+).	学术文献	0
758	露天矿应用汽车调度系统提高效率的预测方法	"应用汽车优化调度系统,提高生产效率和综合效益显著,但究竟汽车调度系统技术因素占多大比例很难说清楚.为了解决这一问题,提出了""同一班次标定-模拟对比法"",论述了该方法的原理、步骤及具体做法."	学术文献	0
759	微量元素对褐煤有机质热解成烃的影响	有机-无机相互作用是沉积盆地中普遍存在且不可改变的事实.采用热模拟实验方法,考察了钼、硒和锆等微量元素对褐煤样品热解生烃产物的影响.分析结果表明,除硒元素外,随着钼元素和锆元素的加入,褐煤有机质气态产物的生成量显著提高.通过对液态抽提物的分析,发现微量元素钼、锆和硒均能明显地促进饱和烃和芳烃的降解,从而降低了它们的产率,并在一定程度上加速了有机质的成熟.	学术文献	0
760	一种高精度GPS卫星钟差预报方法	为了获得实时高精度GPS钟差,提出了采用快速星历建模进行短期预报.文章先对钟差数据提取趋势项,再利用傅里叶分析研究其周期特征以确定建模与预报时间段长度,最后利用径向基函数(Radial Basis Function,RBF)神经网络建模实时预报钟差.由于RBF神经网络用于非线性数据建模效果良好,在提取线性趋势项并合理确定建模周期后,该方法能够得到较好的预报结果.实际预报结果表明,文中方法得到的预报钟差精度高于超快速星历,能够满足分米级实时精密定位的要求.	学术文献	0
761	点的建构与技术表现	节点在建筑的建造和表现中起到了重要的作用.本文的写作旨在一方面从结构的角度给予节点生成形式的逻辑合理性,另一方面从建筑形式的角度展示节点在建筑中的不同表现作用.文中首先从节点的定义出发,然后以材料的历史发展为主线分析了节点的演化发展.之后,进入节点建构的分析,包括节点的建造逻辑和技术表现,说明了节点形成的结构逻辑性,以及节点对建筑形式表达起到的作用.	学术文献	0
762	铝酸钠溶液沉钒渣中钒的湿法回收	通过沉钒渣物相分析.提出从沉钒渣中回收钒的浸出.净化-铵盐沉钒湿法工艺.结果表明,采用碳酸氧钠浸出沉钒渣,在NaHCO3与Ca3(VO4)2摩尔比为11,反应温度80℃,反应时间45min,固液比1:4,搅拌速度800r/min条件下,钒的浸出率达96.4%.含钒浸出液中分步添加30%硫酸和硝酸镁,Al,Si,P,As等杂质的脱除率分别可达99%,96%,93%和95%.净化后的浸出液中加入50g/L硝酸铵,用硝酸调节pH至8.2,在室温下搅拌反应2h,99.7%的钒以偏钒酸铵的形式结晶析出.煅烧后,五氧化二钒产品的纯度为98.25%.沉钒渣湿法回收钒工艺中,钒的综合回收率达到92.5%.	学术文献	0
763	R407C地源热泵系统实验研究	本文以三元非共沸混合工质R407C对传统工质HCFC22进行了替代,搭建了地源热泵系统实验台.考虑到在地源热泵运行时,地下土壤温度会因运行时间和冬夏季节的不同而发生变化,造成热泵的各种不同运行工况.为全面反映热泵的运行状态制订了测试方案,并对测试数据进行了整理和分析.该热泵系统在加热与制冷运行模式下COP均可达到3.6以上.	学术文献	0
764	SiO2气凝胶薄膜的性能、应用与制备方法	SiO2气凝胶薄膜是一种纳米轻质材料,具有高孔隙率、低密度、低热导率、低声传播速度、低介电常数、高比表面积、透明等优异性能,在热学、光学、声学、微电子、航空航天、化学化工等领域具有广阔的应用前景.介绍了SiO2气凝胶薄膜的性能与应用,并对其制备方法进行了综述和评价.	学术文献	0
